icao24,origin_country,velocity,on_ground
a21f0a,United States,115.84,False
a56abf,United States,61.58,False
a6eda1,United States,213.48,False
a2b176,United States,266.67,False
ad2aed,United States,245.55,False
ad2aea,United States,103.31,False
adf75f,United States,129.14,False
7813a1,China,232.42,False
c01e1a,Canada,141.41,False
ac748a,United States,223.12,False
a3e473,United States,220.47,False
ad2af4,United States,255.8,False
a6319b,United States,223.87,False
a9f461,United States,238.17,False
a32c1e,United States,0.0,True
888218,Viet Nam,209.26,False
adf5ef,United States,102.56,False
e4948c,Brazil,211.86,False
adf5f7,United States,241.8,False
a32c0d,United States,40.07,False
78142f,China,161.57,False
a2d6a2,United States,182.93,False
a7a17b,United States,189.17,False
a57f42,United States,204.51,False
aa59a5,United States,293.91,False
a2d6a9,United States,219.47,False
abeb9f,United States,0.0,True
a70f11,United States,87.47,False
7c0404,Australia,226.44,False
c06080,Canada,211.75,False
0d82d3,Venezuela,211.28,False
c824a0,New Zealand,37.77,False
a88467,United States,209.21,False
c06022,Canada,243.24,False
4bce0b,Turkey,73.46,False
4bce0a,Turkey,250.56,False
a403c6,United States,223.4,False
a9f424,United States,221.88,False
e48199,Brazil,194.9,False
a8e76a,United States,156.24,False
7c0460,Australia,247.58,False
aa7aeb,United States,69.97,False
a273f5,United States,2.06,True
a45f64,United States,124.52,False
e4949a,Brazil,137.03,False
a57f04,United States,86.52,False
a033ff,United States,202.59,False
a20c4b,United States,80.5,False
a45f59,United States,228.35,False
e48175,Brazil,210.43,False
a1ec57,United States,212.91,False
4bce06,Turkey,227.44,False
a32c3e,United States,281.42,False
a153de,United States,238.46,False
a2d6d8,United States,256.06,False
3b51ff,France,0.45,True
a63193,United States,182.63,False
3a2a21,France,77.92,False
a086ce,United States,206.49,False
a13f41,United States,51.17,False
ad2573,United States,204.29,False
ac4bfe,United States,10.8,True
ac058a,United States,271.35,False
a01f73,United States,167.72,False
4d0106,Luxembourg,248.11,False
a85ad3,United States,76.17,False
ad6bdc,United States,272.88,False
201053,Namibia,112.57,False
a92145,United States,253.71,False
a24c01,United States,163.4,False
84655a,Japan,186.11,False
abd26b,United States,262.06,False
a7e152,United States,112.06,False
a9ddb3,United States,55.56,False
780e09,China,204.0,False
851bba,Japan,189.94,False
a81480,United States,13.85,False
a3117c,United States,212.36,False
a5a10a,United States,245.67,False
a67124,United States,203.28,False
a9473b,United States,42.58,False
a060ae,United States,205.78,False
a2af59,United States,2.06,True
a4dad4,United States,263.39,False
8940cc,Bahrain,266.06,False
a2af3e,United States,99.04,False
a00c85,United States,230.14,False
846516,Japan,267.44,False
7c79cd,Australia,45.81,False
a5a11a,United States,232.99,False
8940cf,Bahrain,235.37,False
a00c7a,United States,250.37,False
a2af2a,United States,195.61,False
4d012f,Luxembourg,146.57,False
4d012e,Luxembourg,98.45,False
a456a9,United States,0.0,True
a6844d,United States,192.77,False
a70778,United States,12.35,True
a73ab6,United States,66.01,False
4d0112,Luxembourg,295.21,False
4d0116,Luxembourg,179.69,False
4d0114,Luxembourg,252.92,False
4d0118,Luxembourg,261.27,False
a6c120,United States,240.63,False
a86ddf,United States,225.81,False
a7912a,United States,219.67,False
8940c5,Bahrain,184.49,False
846538,Japan,200.73,False
780e54,China,240.97,False
c05f94,Canada,205.85,False
c05f93,Canada,0.0,True
4d010c,Luxembourg,295.53,False
a68485,United States,2.57,True
a3cf6d,United States,259.99,False
a37f8d,United States,10.8,True
abe501,United States,231.93,False
ac5eb4,United States,242.8,False
a2af91,United States,121.38,False
a24c77,United States,258.82,False
76ccce,Singapore,260.77,False
a5b3a7,United States,165.5,False
aab209,United States,48.94,False
aab202,United States,292.79,False
a7e198,United States,109.93,False
c003a8,Canada,260.33,False
5140d5,Georgia,3.09,True
780cdc,China,132.99,False
ac5ed9,United States,227.81,False
34615a,Spain,248.86,False
a456d6,United States,159.66,False
abd204,United States,236.02,False
a336e3,United States,288.78,False
5140c5,Georgia,4.12,True
a61c53,United States,282.0,False
ac4bb8,United States,178.84,False
a5b3ad,United States,165.81,False
780ceb,China,200.0,False
a336dc,United States,4.37,True
a719ff,United States,184.97,False
a336df,United States,257.41,False
347488,Spain,265.78,False
ad385f,United States,258.48,False
a589d5,United States,169.51,False
869232,Japan,122.6,False
acf207,United States,87.49,False
a8aaff,United States,230.36,False
851bdc,Japan,280.22,False
346146,Spain,259.07,False
ac188c,United States,46.23,False
7502b1,Malaysia,227.67,False
a5a19c,United States,213.53,False
ad1218,United States,198.87,False
a7e158,United States,94.66,False
ac5efa,United States,243.6,False
407698,United Kingdom,280.89,False
407699,United Kingdom,259.3,False
ac4bdd,United States,232.95,False
c05f0a,Canada,132.36,False
a576c4,United States,254.18,False
a310cb,United States,47.7,False
c05f0c,Canada,7.2,True
851bfe,Japan,83.65,False
abe579,United States,211.54,False
a2f0aa,United States,227.36,False
7c6783,Australia,184.83,False
702702,Bangladesh,102.71,False
a6f9b3,United States,217.2,False
a310bb,United States,128.51,False
a49f89,United States,254.69,False
c04af4,Canada,103.94,False
34754d,Spain,272.77,False
a670de,United States,208.23,False
abe3e6,United States,137.65,False
851c20,Japan,221.21,False
a9cc2b,United States,79.24,False
347555,Spain,239.52,False
a1f822,United States,116.27,False
ac03ff,United States,129.27,False
3a3cad,France,136.51,False
ab80ed,United States,78.23,False
750400,Malaysia,78.05,False
a98f79,United States,178.78,False
8476fa,Japan,52.54,False
a98f6a,United States,185.41,False
a21839,United States,295.72,False
a21833,United States,65.03,False
ad10e9,United States,208.89,False
76cda4,Singapore,242.7,False
76cda7,Singapore,160.87,False
76cda9,Singapore,248.53,False
acf0da,United States,224.46,False
acf0db,United States,214.57,False
a44521,United States,211.91,False
aa60af,United States,216.08,False
76cdb0,Singapore,242.86,False
a12bdc,United States,267.26,False
76cdb5,Singapore,264.6,False
a62f93,United States,280.5,False
76cdb6,Singapore,246.01,False
76cdb7,Singapore,241.27,False
a0757f,United States,67.39,False
347519,Spain,251.01,False
a826e9,United States,302.1,False
a6d3c2,United States,207.73,False
76cdac,Singapore,240.84,False
780db1,China,187.88,False
76cdae,Singapore,249.23,False
c0174d,Canada,221.16,False
acf0d8,United States,198.13,False
7c6723,Australia,63.09,False
c0174f,Canada,314.16,False
4b82e1,Turkey,116.04,False
a8ac35,United States,283.23,False
a670b4,United States,46.82,False
a706ea,United States,226.47,False
c05dd8,Canada,204.62,False
780daf,China,248.31,False
ad10ec,United States,239.72,False
780dad,China,202.78,False
a01eff,United States,188.81,False
a24ba7,United States,193.19,False
ac181d,United States,220.06,False
a44502,United States,193.17,False
a0b206,United States,28.97,False
ac0504,United States,148.2,False
a97c18,United States,272.92,False
a07579,United States,1.29,True
a33843,United States,162.83,False
a57881,United States,51.56,False
750480,Malaysia,105.04,False
ab2c0b,United States,253.45,False
c0171a,Canada,281.41,False
39644a,France,257.91,False
c01732,Canada,0.77,True
acaf0b,United States,263.18,False
ad36a8,United States,221.26,False
ac5f42,United States,204.51,False
780e5c,China,199.14,False
780e5b,China,102.98,False
ab93a5,United States,254.86,False
8966ee,United Arab Emirates,214.88,False
a0629a,United States,77.38,False
a98eb4,United States,178.35,False
aa8859,United States,66.06,False
ad7f11,United States,44.24,False
c01725,Canada,3.86,True
a4453e,United States,73.57,False
8966d0,United Arab Emirates,257.69,False
a44548,United States,180.72,False
aa883e,United States,206.36,False
a44540,United States,89.63,False
75044c,Malaysia,251.28,False
75044a,Malaysia,260.16,False
4afb8c,Sweden,5.66,True
ac16bb,United States,209.42,False
c01754,Canada,279.15,False
8966d3,United Arab Emirates,291.28,False
8966d4,United Arab Emirates,249.17,False
8966d5,United Arab Emirates,251.99,False
8966e0,United Arab Emirates,211.68,False
a74ecc,United States,245.13,False
750474,Malaysia,88.18,False
c0172e,Canada,222.99,False
75045d,Malaysia,216.73,False
a44533,United States,115.24,False
a4dbe4,United States,168.74,False
75045a,Malaysia,234.75,False
a5a226,United States,221.25,False
a67230,United States,179.89,False
a1f894,United States,28.29,False
8966b0,United Arab Emirates,6.17,True
84b3c9,Japan,202.26,False
7c52f8,Australia,63.17,False
ad7f3a,United States,2.83,True
863c44,Japan,170.36,False
a44591,United States,193.47,False
a6981a,United States,249.66,False
8966c5,United Arab Emirates,5.4,True
ac4c67,United States,217.26,False
a44588,United States,224.3,False
aac3f4,United States,232.78,False
750419,Malaysia,10.8,True
c01714,Canada,61.25,False
abe3c8,United States,224.48,False
750410,Malaysia,82.35,False
aab0ba,United States,246.87,False
a1e58f,United States,182.25,False
ad23d5,United States,194.09,False
ac03f2,United States,69.45,False
39b44e,France,280.23,False
ad6c3b,United States,165.26,False
a70831,United States,55.58,False
3474cb,Spain,231.3,False
a12d3b,United States,99.96,False
aa5078,United States,198.94,False
c03a5a,Canada,0.0,True
a00d5b,United States,253.81,False
0c21b9,Panama,237.19,False
0c21b8,Panama,229.11,False
a80287,United States,208.46,False
a7e265,United States,77.88,False
a7e24a,United States,190.35,False
780f1f,China,113.44,False
780f1c,China,205.51,False
851cec,Japan,195.64,False
a5b55f,United States,255.34,False
4caffb,Ireland,168.05,False
c004f3,Canada,220.08,False
780f40,China,237.43,False
a5c899,United States,145.44,False
a5c895,United States,217.04,False
780f46,China,243.46,False
780f3c,China,197.45,False
0c21f9,Panama,227.87,False
7c67d0,Australia,67.08,False
abc09e,United States,226.37,False
87ad8b,Japan,7.46,True
780f66,China,79.49,True
c04d98,Canada,151.55,False
851ca8,Japan,182.93,False
a6e89f,United States,0.0,True
846658,Japan,255.6,False
c004ea,Canada,262.38,False
a7e20a,United States,275.1,False
a92203,United States,121.85,False
a8021b,United States,0.0,True
7c67b1,Australia,6.94,True
780de5,China,182.56,False
a5fd2d,United States,206.77,False
a3bd5f,United States,168.0,False
a697db,United States,217.61,False
010256,Egypt,223.76,False
a4dd65,United States,214.33,False
86803a,Japan,195.0,False
ab9659,United States,73.23,False
780df1,China,246.14,False
a1d1d0,United States,31.9,True
a5ea08,United States,217.23,False
7c421e,Australia,75.75,False
881050,Thailand,144.67,False
010282,Egypt,257.88,False
010274,Egypt,275.1,False
ac1988,United States,81.8,False
01025f,Egypt,221.0,False
a35a31,United States,201.78,False
40641d,United Kingdom,2.57,True
a324ce,United States,76.65,False
abf96c,United States,244.13,False
01020a,Egypt,234.62,False
abe65a,United States,163.2,False
abf995,United States,240.91,False
a707a3,United States,216.88,False
ab967b,United States,205.47,False
a61d00,United States,67.39,False
7503ac,Malaysia,220.95,False
a577d4,United States,68.42,False
abc012,United States,195.86,False
a7e276,United States,261.85,False
a7e279,United States,160.26,False
01022d,Egypt,113.45,False
01022f,Egypt,263.23,False
ace011,United States,0.06,True
ad000d,United States,203.07,False
868043,Japan,202.55,False
a564ab,United States,215.6,False
7503b1,Malaysia,231.73,False
a25fca,United States,54.33,False
a19648,United States,39.35,False
a0764f,United States,33.06,False
abd1e3,United States,99.36,False
a801de,United States,3.34,True
a59a9a,United States,39.15,False
a00ce0,United States,10.8,True
48ae24,Poland,305.54,False
a1f94c,United States,213.91,False
a2061e,United States,153.29,False
a37fb0,United States,205.98,False
a18327,United States,99.72,False
ad5a53,United States,66.28,False
a84a55,United States,227.9,False
a97d63,United States,179.64,False
a50fae,United States,149.76,False
a9cd47,United States,0.0,True
8464f4,Japan,1.29,True
a84a7b,United States,195.9,False
a69939,United States,164.27,False
a20621,United States,255.84,False
750509,Malaysia,67.08,False
a84a1a,United States,5.66,True
346310,Spain,249.72,False
a4ca66,United States,211.37,False
01028e,Egypt,212.82,False
780ec2,China,230.42,False
a2afeb,United States,93.35,False
601829,Turkmenistan,244.38,False
a671ba,United States,207.14,False
01028d,Egypt,122.26,False
c05ef7,Canada,96.83,False
adbd8e,United States,38.39,False
a3396b,United States,243.68,False
76cee2,Singapore,250.31,False
c0187a,Canada,227.27,False
a2afe1,United States,49.05,False
76cee8,Singapore,194.84,False
76cee9,Singapore,245.11,False
a0504c,United States,37.1,False
a84a17,United States,251.25,False
c00558,Canada,51.41,False
a671f2,United States,64.77,False
76cef1,Singapore,201.02,False
34760b,Spain,235.65,False
780edd,China,161.85,False
a4460d,United States,66.53,False
76cef6,Singapore,251.77,False
a0634c,United States,173.26,False
acafa6,United States,42.6,False
76ceea,Singapore,3.6,True
abf949,United States,209.17,False
507c59,Uzbekistan,270.41,False
aad94a,United States,54.77,False
7c6820,Australia,40.58,False
ac1951,United States,59.04,False
347605,Spain,259.39,False
507c4c,Uzbekistan,169.7,False
76cefa,Singapore,249.81,False
a5ea5c,United States,168.91,False
a37fd3,United States,87.0,False
aa5000,United States,36.44,False
c05ebb,Canada,217.56,False
c05ec7,Canada,4.89,True
c05eb1,Canada,208.16,False
a98fbb,United States,84.83,False
aa763f,United States,121.92,False
c05eac,Canada,267.52,False
ad6d03,United States,0.0,True
a93631,United States,209.75,False
aa630b,United States,243.62,False
a2f33c,United States,54.48,False
c05ee5,Canada,146.65,False
ab2d4d,United States,66.22,False
aafa0d,United States,143.28,False
ac04ae,United States,0.0,True
ab1a1e,United States,230.99,False
aac4c4,United States,0.06,True
7c66cd,Australia,214.11,False
a3133c,United States,191.88,False
c05edd,Canada,199.34,False
c05edf,Canada,238.35,False
84792d,Japan,36.68,False
ac04c3,United States,279.24,False
a85cad,United States,200.1,False
a93604,United States,7.46,True
a5c990,United States,32.21,False
a94937,United States,55.89,False
750595,Malaysia,210.5,False
c01860,Canada,189.33,False
a85cb9,United States,79.24,False
a6c311,United States,191.38,False
a18380,United States,0.0,True
75057b,Malaysia,217.11,False
ac04d3,United States,219.67,False
a4463e,United States,262.83,False
750586,Malaysia,167.65,False
c05ed9,Canada,207.82,False
750562,Malaysia,134.83,False
ac3a38,United States,184.7,False
a9cd8d,United States,52.68,False
8691aa,Japan,263.32,False
ad24ab,United States,156.84,False
a62fd1,United States,263.81,False
a50fdd,United States,119.91,False
85c1a4,Japan,53.38,False
aab1d2,United States,210.06,False
a4a95b,United States,0.0,True
a74fa2,United States,242.41,False
3461cb,Spain,7.46,True
a5530b,United States,294.72,False
abe4db,United States,228.11,False
a4468c,United States,200.02,False
c05ea6,Canada,251.93,False
a56661,United States,226.58,False
a2e045,United States,270.83,False
ac3a60,United States,209.86,False
750541,Malaysia,84.55,False
a57997,United States,0.0,True
a98bad,United States,58.24,False
7c68b9,Australia,161.51,False
7c68b8,Australia,136.44,False
7c68aa,Australia,184.29,False
abd018,United States,219.63,False
a6f895,United States,66.25,False
7504a1,Malaysia,233.62,False
abd010,United States,190.34,False
7c68ad,Australia,166.81,False
aac366,United States,208.21,False
7c68a8,Australia,143.02,False
4caeaf,Ireland,229.57,False
7c68a4,Australia,220.02,False
7504b1,Malaysia,195.56,False
ab9382,United States,69.0,False
a8bbbc,United States,210.26,False
a227a7,United States,194.21,False
33fd3f,Italy,54.38,False
4caeb3,Ireland,252.29,False
4caeb1,Ireland,119.02,False
aa735a,United States,0.51,True
a8cec7,United States,131.18,False
a99ed2,United States,233.48,False
a44262,United States,200.12,False
a45592,United States,252.26,False
7c68a1,Australia,205.36,False
ab805a,United States,162.52,False
a44257,United States,277.32,False
c05d7b,Canada,229.71,False
a44258,United States,190.5,False
a9eeb8,United States,52.78,False
a4556d,United States,200.54,False
aa733b,United States,64.04,False
76bd44,Singapore,300.53,False
76bd43,Singapore,195.55,False
76bd46,Singapore,194.78,False
a5d86c,United States,39.16,False
a9450d,United States,268.04,False
ad237c,United States,271.63,False
a83839,United States,235.43,False
abd063,United States,229.57,False
a6820b,United States,223.19,False
a071c8,United States,209.96,False
a071c2,United States,249.24,False
71ba13,Republic of Korea,193.89,False
a097e9,United States,67.91,False
a83876,United States,282.48,False
a50bea,United States,221.47,False
7c68cb,Australia,159.81,False
ac5e01,United States,7.72,True
c05d3c,Canada,208.01,False
7c68c9,Australia,146.61,False
a4a585,United States,64.83,False
a44291,United States,239.69,False
a68240,United States,45.92,False
7c68d4,Australia,262.43,False
abd080,United States,92.51,False
4caed3,Ireland,253.74,False
aa0b10,United States,233.04,False
a4b7d3,United States,257.8,False
7c3026,Australia,153.74,False
a1e1b1,United States,142.84,False
a717b6,United States,96.2,False
a191ba,United States,50.12,False
aa98cd,United States,198.33,False
a214e5,United States,238.94,False
7c4348,Australia,186.29,False
a36a19,United States,62.51,False
ab0969,United States,298.33,False
7c4343,Australia,42.3,False
a36a21,United States,197.72,False
a3cd58,United States,274.03,False
a7f287,United States,210.95,False
a4da13,United States,291.97,False
aa1e25,United States,219.48,False
aae960,United States,252.42,False
7c3003,Australia,47.87,False
a49d16,United States,215.1,False
347255,Spain,225.89,False
a00a68,United States,189.7,False
485b42,Kingdom of the Netherlands,234.43,False
ad8fa4,United States,227.91,False
717ca1,Saudi Arabia,182.11,False
a837a1,United States,42.9,False
a837a5,United States,5.4,True
a3cd6b,United States,243.89,False
86e496,Japan,249.24,False
aa98a4,United States,243.18,False
a9dbd8,United States,60.6,False
a5b288,United States,67.08,False
a441c9,United States,251.27,False
ad8fc5,United States,103.42,False
a441ab,United States,6.43,True
a12a9d,United States,229.48,False
aac337,United States,223.04,False
a12a80,United States,184.97,False
a9a879,United States,235.92,False
ad363d,United States,248.91,False
a12a81,United States,233.56,False
a12a82,United States,228.2,False
adcca6,United States,0.0,True
ac5cd7,United States,274.06,False
7504aa,Malaysia,228.56,False
348546,Spain,258.64,False
7c4366,Australia,36.12,False
ad7cae,United States,54.53,False
a12a7b,United States,217.04,False
347206,Spain,253.35,False
acad53,United States,199.82,False
a441fb,United States,186.18,False
ac4a44,United States,78.26,False
a73a47,United States,244.19,False
c05bd2,Canada,0.77,True
abe1c2,United States,272.58,False
c05bd5,Canada,209.0,False
a561fd,United States,299.02,False
a1094c,United States,174.17,False
a441ef,United States,212.8,False
a48a83,United States,261.48,False
ab3d9a,United States,124.15,False
a6e4e8,United States,201.15,False
8a0a13,Indonesia,201.56,False
a8bd1b,United States,212.2,False
a944b9,United States,108.63,False
aa84f1,United States,46.37,False
c0025a,Canada,225.35,False
acad6d,United States,0.06,True
a09947,United States,168.13,False
a10931,United States,217.93,False
aa71c8,United States,194.04,False
adba0a,United States,220.18,False
a5fa72,United States,30.37,False
a9a7d0,United States,181.33,False
a957f9,United States,15.57,False
84b5ee,Japan,231.68,False
a441d6,United States,9.77,True
adcd6d,United States,188.95,False
a1e302,United States,241.58,False
a4a4cb,United States,241.47,False
a06010,United States,196.76,False
a07341,United States,14.92,True
76bcc4,Singapore,236.85,False
88105a,Thailand,89.0,False
c02865,Canada,209.13,False
c01533,Canada,149.32,False
a10994,United States,70.53,False
c05ba9,Canada,213.39,False
a3cd7d,United States,192.02,False
a5b1a8,United States,246.8,False
c0150d,Canada,208.95,False
a3cd99,United States,140.55,False
780fed,China,183.51,False
4d23c4,Malta,244.19,False
a837c0,United States,72.34,False
86808a,Japan,259.71,False
76bccd,Singapore,93.7,False
c05bc6,Canada,1.03,True
76bccc,Singapore,258.14,False
c05bc8,Canada,256.29,False
7c5620,Australia,33.68,False
aae928,United States,33.76,False
a837f7,United States,83.85,False
84b5ac,Japan,178.47,False
a48a8f,United States,213.83,False
a26fc9,United States,209.31,False
a5c4de,United States,194.49,False
a38fa4,United States,1.29,True
a0998a,United States,241.13,False
a86d36,United States,217.82,False
a87fa0,United States,33.59,False
ac27a6,United States,2.57,True
a3dfeb,United States,255.63,False
a4b964,United States,52.63,False
ab3d17,United States,143.12,False
a57650,United States,18.55,False
514005,Georgia,0.0,True
514004,Georgia,74.59,True
a9a901,United States,216.69,False
a83920,United States,220.15,False
a4b96d,United States,193.34,False
aae7b3,United States,164.62,False
a3dffe,United States,193.39,False
a44308,United States,171.96,False
a1099f,United States,79.9,False
a5d965,United States,178.31,False
a19343,United States,213.79,False
a8aa87,United States,156.75,False
a25cdc,United States,167.18,False
704b21,Myanmar,93.92,False
a3362f,United States,190.05,False
a21679,United States,261.67,False
a25ccb,United States,55.77,False
a97a67,United States,19.15,False
4a1eae,Romania,233.57,False
acad02,United States,5.14,True
ac27f0,United States,291.28,False
8a0a61,Indonesia,214.58,False
a44357,United States,14.92,True
a18082,United States,0.0,True
a6d1ea,United States,102.49,False
3484d3,Spain,194.14,False
45d96f,Denmark,239.78,False
a32367,United States,262.34,False
aa0a92,United States,0.06,True
c000eb,Canada,0.0,True
a9ca31,United States,66.6,False
a3ccb7,United States,249.91,False
a44334,United States,232.57,False
ad34c1,United States,209.56,False
aa0a6e,United States,227.81,False
a98d7e,United States,91.59,False
ac5d61,United States,172.86,False
a82688,United States,250.91,False
abd135,United States,277.48,False
adcdcc,United States,269.39,False
a00b20,United States,56.25,False
a7f31f,United States,79.86,False
acf10b,United States,121.6,False
abe475,United States,1.29,True
a12b09,United States,9.26,True
ac047d,United States,258.97,False
86d215,Japan,274.39,False
a8268d,United States,0.0,True
ac048d,United States,0.0,True
aa746a,United States,111.6,False
acf131,United States,203.73,False
a79046,United States,221.59,False
86d200,Japan,13.38,True
a7903b,United States,91.59,False
ab09b4,United States,227.68,False
aab198,United States,37.64,False
c05e62,Canada,268.51,False
a6f96c,United States,225.93,False
ab819c,United States,273.84,False
3a3a20,France,118.96,False
a75fdf,United States,204.46,False
adbaca,United States,258.49,False
a5502b,United States,264.46,False
a202a1,United States,205.33,False
aa0aab,United States,239.68,False
a4a694,United States,0.0,True
a00b2d,United States,193.96,False
84b860,Japan,180.65,False
ab2c04,United States,196.91,False
ad7f04,United States,100.22,False
a8264f,United States,247.71,False
abd19e,United States,199.97,False
a55055,United States,199.13,False
c04b39,Canada,55.58,False
aa1dd1,United States,257.43,False
c05e72,Canada,7.2,True
aa7426,United States,256.39,False
a8130d,United States,32.92,False
a37e6c,United States,194.37,False
a5d8d3,United States,200.38,False
3c7a49,Germany,296.78,False
a335f4,United States,205.58,False
3c7a45,Germany,230.73,False
ac1720,United States,238.74,False
4bd152,Turkey,253.01,False
a36b50,United States,0.19,True
ab9413,United States,0.0,True
4bd14f,Turkey,253.27,False
a1e2c4,United States,233.12,False
86d266,Japan,249.74,False
a455c7,United States,189.57,False
346057,Spain,271.83,False
347387,Spain,275.17,False
ac0418,United States,258.09,False
a4ee64,United States,151.23,False
a24b40,United States,0.0,True
3e0a31,Germany,41.22,False
a86e1d,United States,156.87,False
a192bc,United States,146.42,False
a49e39,United States,167.68,False
3c7a4d,Germany,263.45,False
346047,Spain,7.46,True
424bd7,United Kingdom,190.28,False
7c4440,Australia,59.36,False
a4db2c,United States,45.24,False
c80f85,New Zealand,79.51,False
a24b49,United States,257.96,False
84b7b6,Japan,89.21,False
a25e73,United States,30.57,False
c028cd,Canada,244.4,False
86d237,Japan,188.9,False
a08714,United States,194.96,False
ac042a,United States,2.83,True
c80f91,New Zealand,59.91,False
ac4ac2,United States,75.69,False
ab2ae0,United States,3.34,True
86d222,Japan,147.67,False
a1e2f8,United States,27.78,False
abe448,United States,265.07,False
a6709b,United States,248.2,False
adcdc9,United States,241.82,False
aa617c,United States,0.0,True
abe42c,United States,180.0,False
ac1789,United States,185.43,False
a50e46,United States,62.66,False
abe450,United States,0.0,True
a9dce9,United States,200.99,False
ad2445,United States,276.62,False
aab146,United States,254.32,False
ad7e6f,United States,202.74,False
a682ef,United States,206.3,False
ac5e8d,United States,190.83,False
c0168e,Canada,140.78,False
a33716,United States,257.95,False
adce52,United States,213.52,False
424c98,United Kingdom,228.69,False
a19404,United States,90.55,False
a0d72b,United States,232.6,False
ac4b72,United States,199.86,False
aa72f5,United States,241.98,False
abe2f6,United States,69.04,False
ac02ea,United States,282.21,False
a49e9a,United States,239.51,False
adbb39,United States,199.81,False
a812e9,United States,48.74,False
ac4b95,United States,0.0,True
a0c42c,United States,194.44,False
a5fb40,United States,51.44,False
7c4439,Australia,1.29,True
a12ac0,United States,220.11,False
a12ac2,United States,183.84,False
a61b4e,United States,204.7,False
a562e8,United States,206.12,False
7c4423,Australia,124.7,False
a695ea,United States,224.88,False
a25dca,United States,32.29,False
a37da1,United States,245.67,False
a12aa4,United States,226.94,False
c05ce2,Canada,95.14,False
4cae29,Ireland,206.46,False
7c4414,Australia,151.33,False
ac1701,United States,13.38,True
a12aa1,United States,101.33,False
a682f2,United States,97.74,False
7c4400,Australia,217.67,False
ab3da7,United States,145.86,False
a958d2,United States,82.35,False
4cae32,Ireland,281.51,False
4cae33,Ireland,257.22,False
a3244f,United States,182.05,False
7c42e2,Australia,210.57,False
4cae84,Ireland,273.74,False
a2f111,United States,9.26,True
a1f77c,United States,157.34,False
a43100,United States,222.62,False
a74da8,United States,230.66,False
ac28be,United States,5.92,True
846844,Japan,177.38,False
a12ae6,United States,215.72,False
84b829,Japan,204.29,False
a12ae8,United States,231.65,False
a12ae9,United States,5.92,True
ac28e5,United States,127.73,False
ab2b23,United States,229.5,False
a4dab6,United States,200.32,False
a32449,United States,245.3,False
a69761,United States,1.8,True
a2176e,United States,37.78,False
a12ae3,United States,243.59,False
a1d105,United States,223.99,False
ac5e47,United States,220.89,False
a82727,United States,220.39,False
a33766,United States,272.82,False
a57796,United States,211.24,False
846866,Japan,215.43,False
84b81c,Japan,177.95,False
ac15d1,United States,260.35,False
a0b199,United States,257.98,False
a1d16a,United States,35.83,False
acae2e,United States,248.91,False
c04a6e,Canada,0.0,True
c05d9d,Canada,227.37,False
a00c09,United States,206.6,False
ab92c4,United States,156.07,False
ac02b4,United States,281.63,False
a086b4,United States,163.05,False
a70719,United States,41.36,False
e16147,Argentina,260.25,False
ad6b0c,United States,219.35,False
a4a740,United States,80.79,False
ad35e0,United States,253.21,False
ac5e6e,United States,185.8,False
a01f0d,United States,135.03,False
a22a20,United States,210.24,False
a22a21,United States,53.86,False
abb06d,United States,0.0,True
ace391,United States,127.49,False
868340,Japan,251.51,False
86d310,Japan,211.87,False
a47d11,United States,266.06,False
aa78b2,United States,258.62,False
ac08b1,United States,217.38,False
a47d05,United States,87.94,False
868338,Japan,261.22,False
398699,France,267.07,False
a11d3c,United States,196.05,False
ac3e13,United States,183.16,False
a11d47,United States,253.91,False
86d334,Japan,189.42,False
adf068,United States,222.16,False
a23d25,United States,232.47,False
a9125f,United States,137.66,False
45884d,Denmark,282.16,False
abe8b6,United States,180.66,False
3c56a1,Germany,225.07,False
71bc36,Republic of Korea,246.84,False
a35d79,United States,3.86,True
a6b253,United States,2.06,True
7c7a39,Australia,204.13,False
ad5e27,United States,211.02,False
a54299,United States,211.17,False
71bc20,Republic of Korea,263.01,False
a66289,United States,200.87,False
86960c,Japan,217.51,False
ad28bf,United States,44.92,False
a1c1c7,United States,251.07,False
a0a1f1,United States,50.93,False
a314d9,United States,226.57,False
7c44b8,Australia,114.52,False
ac3e3a,United States,248.0,False
ad28ce,United States,4.89,True
aaa2b0,United States,194.27,False
7c57f1,Australia,45.17,False
a1d4bc,United States,149.19,False
a80595,United States,185.89,False
abe8ea,United States,54.41,False
a9cecd,United States,221.99,False
4cacf1,Ireland,245.09,False
a794d9,United States,259.3,False
ac4ffb,United States,218.03,False
a46a72,United States,199.49,False
abd659,United States,225.24,False
a60d70,United States,34.93,False
a6c4d7,United States,191.06,False
a794e1,United States,257.09,False
4d2352,Malta,267.24,False
8468cc,Japan,199.04,False
ab6020,United States,208.3,False
4d235c,Malta,252.91,False
abb007,United States,296.73,False
ac8009,United States,203.57,False
a2090d,United States,131.35,False
aaa357,United States,128.25,False
ad6ff2,United States,237.7,False
a4ba76,United States,200.44,False
ac3cef,United States,246.97,False
850e36,Japan,178.67,False
a2e1ce,United States,222.06,False
a84d62,United States,204.97,False
8468ee,Japan,70.0,False
aa9b42,United States,176.36,False
a2e1c7,United States,158.69,False
a301d8,United States,155.3,False
a19910,United States,231.5,False
a20957,United States,182.16,False
a1e946,United States,0.0,True
aa52a0,United States,185.44,False
ab7394,United States,0.0,True
a817b1,United States,180.33,False
aa9b20,United States,253.43,False
a44918,United States,267.9,False
a59d63,United States,228.46,False
